recipe,user,rating,comment
Tom Yum Kung,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Nước dùng giống lẩu thái không chương trình, mình cho thêm thịt bò, nghêu vào nữa được không"
Pancake Xốt Đậu Gà,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Đậu gà lần đầu mình nghe tới, không biết có ngon không nữa"
Khoai Chiên Lắc Mayo Mè Lá Quế,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Mình muốn làm thêm công thức gà sốt hàn quốc phô mai chương trình có công thức không ạ.
Khoai Chiên Lắc Mayo Mè Lá Quế,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Thơm, có độ giòn công thức của chương trình OK"
Xôi Cẩm Thịt Cua,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Mình khá thích xôi cẩm nhưng mình không thích ăn kèm nhân thịt cua, ý kiến riêng của mình."
Xôi Cẩm Thịt Cua,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Công thức này mình làm xôi, không lam cua và thêm ít lá dứa cho thơm thì có ngon không ạ"
Tôm Viên Đậu Hủ Xốt Cà,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Đậu hũ xốt cà chua theo vị mới này ăn cũng lạ miệng ghê, tôm viên cũng hợp lắm á chứ."
Tôm Viên Đậu Hủ Xốt Cà,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Mấy bé nhà mình rất thích, mấy bé lười ăn lắm nhưng khi có món này thì ăn rất nhiều, cam ơn chương trình!"
Cuốn Rong Biển Chay Chấm Xốt Đậu Phộng,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Giống bánh cuốn quá, mong rằng sẽ có một công thức về bánh cuốn nhân thịt ạ"
Cuốn Rong Biển Chay Chấm Xốt Đậu Phộng,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Món này mình liên tưởng tới món mình hay ăn hồi bé, cũng bánh tráng sống cuốn củ sẵn với miến ăn ngon lắm ạ."
Cuốn Rong Biển Chay Chấm Xốt Đậu Phộng,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Chưa ăn thử nhưng nhìn thôi chắc cũng ngon đây thấy nhiều vị rau là biết dễ ăn rồi
Bò Áp Chảo Sốt Tiêu,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Ăn ngon lắm, mình rất thích chấm bánh mì với xốt."
Bò Áp Chảo Sốt Tiêu,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Món này mình đổi thành bò nướng vẫn xốt y như vậy luôn thì ngon lắm nha, ngon hơn áp chảo nhiều."
Bò Áp Chảo Sốt Tiêu,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Rất thơm, xốt chấm bánh mì cũng rất vừa miệng, nhưng lâu lâu mới dám làm 1bữa để ăn thôi."
Bò Áp Chảo Sốt Tiêu,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"10đ cho món này luôn nha, ăn một lần thôi là mê ơi là mê luôn"
Bánh Crepe Nhân Mặn,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Ai thèm bánh hotdong thì có thể thử công thức này nhé, ăn không khác nhau là mấy đâu ạ"
Bánh Crepe Nhân Mặn,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Bột bánh rán mà cũng làm được nữa hả, mình sẽ thử nhưng với nhân khác nha^^"
Bạch Tuộc Xào Cay Kiểu Hàn,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Ngon lắm nha, xào bình thường ăn chán rồi cả nhà có thể thử đổi vị này xem sao nha, ngon lắm luôn đó"
Bê Cuộn Khìa Nước Dừa Tươi,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Làm cũng đơn giản!
Bê Cuộn Khìa Nước Dừa Tươi,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Không có nước sốt để chấm ạ.
Bánh Rán Kẹp Cá Ngừ Mayonnaise,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Không ngon, bánh rán chỉ thích hợp làm bánh ngọt thôi."
Bánh Rán Kẹp Cá Ngừ Mayonnaise,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Ôi mình cảm thấy khó ăn quá à, cá thì ăn với bánh mì thôi chứ bánh rán không hợp đâu chương trình ơi."
Bánh Rán Kẹp Cá Ngừ Mayonnaise,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Món này cũng tạm được
Bánh Mì Hạnh Nhân,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Một sự kết hợp hoàn hảo, vị béo của cream cheese và vị thơm của hạnh nhân mình rất yêu món này"
Bánh Trứng Nướng Áp Chảo,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Mọi người lên cân nhắc khi làm món này nhé ăn ngán.
Bánh Trứng Nướng Áp Chảo,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Nhìn ngon quá
Canh Chua Cá Diêu Hồng,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Lâu lắm rồi mình chưa ăn lại canh chua cá, mình nấu theo công thức này mấy lần rồi ăn ngon lắm."
Canh Chua Thịt Băm,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Mình thích ăn canh chua mà không thích ăn cá, từ giờ sẽ không phải lo nữa vì đã có canh chua thịt hihi."
Canh Chua Thịt Băm,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Ăn cũng được nha mn, dành cho những người không thích canh chua cá.!"
Canh Chua Thịt Băm,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Mình rất thích ăn canh chua luôn nhưng lại không thích ăn cá, tình cờ tham khảo trên chương trình thì thấy món này, mình làm thử và mê luôn."
Nghêu Hấp Thái,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Mình sẽ lưu công thức này lại, sắp tới noel rồi mình sẽ làm thử:"
Nghêu Hấp Thái,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Công thức của chương trình ngon lắm mọi người nấu theo thử nhé.
Canh Chua Dưa Cải,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Sườn non mà nấu với dưa chua, không hợp với nhà mình."
Canh Chua Tôm Rau Muống,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Mình ăn canh rau muống rồi mà không nấu với tôm.
Canh Chua Tôm Rau Muống,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Nhà mình chưa thử nấu với tôm, mình sẽ thử luôn vào ngày mai."
Canh Chua Cá,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Dùng ba loại cá luôn hả chương trình, dùng một loại thôi cũng được phải không ạ"
Canh Tôm Chua Cay,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"mình muốn tìm canh chua cá mà không thấy, chương trình giúp mình với."
Canh Tôm Chua Cay,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Món ăn có vị chua và cay rất hợp với tôi. Cám ơn món ngon mỗi ngày đã giới thiệu món ăn này .
Tép Ruộng Xào Khế – Bông Điên Điển,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Mình từng thấy món này mà không biết có ngon không.
Tép Ruộng Xào Khế – Bông Điên Điển,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Món này chắc ông bà cha mẹ mình thích nè, để mình thử nấu xem sao."
Súp Đậu Non Trứng Rong Biển,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Dạo này chương trình trang trí bày món ăn đẹp quá đi
Salad Gà Nướng,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Công thức ướp gà nướng này ngon lắm nha, công thức này mình ướp với thịt cũng rất ngon luôn mọi người lên thử nha."
Salad Gà Nướng,"{'username': '_vanhnk', 'email': '_vanhnk@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Càng ngày càng thích chương trình có hưỡng dẫn và hình ảnh đầy đủ và món ăn cũng chất lượng như hình^^
Khoai Tây Nướng Phô Mai,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Số 1 luôn thích quá đi, nhìn là mê quá!"
Cá Hồi Ngâm Rau Củ Chua Ngọt,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Ây trời ơi nhìn cá hồi làm mình vẫn còn sợ, đúng là mình không hợp món nước ngoài."
Sườn Non Kho Dưa Cải,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Nhà mình ăn thích món này lắm, mỗi lần có món này là phải nấu một nồi cơm to."
Sườn Non Kho Dưa Cải,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Làm ăn cũng ngon lạ vị. cám ơn
Sườn Non Kho Dưa Cải,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Mùa nào có món này ăn với cơm cũng ngon hết á.
Ba Rọi Sả Ớt Tẩm Bột Chiên Giòn,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Ngon quá à, mình nghĩ món này làm ăn không cũng ngon hay trộn bánh tráng chắc cũng ngon lắm á^^"
Ba Rọi Sả Ớt Tẩm Bột Chiên Giòn,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Món này làm cho chồng lai rai thì khoái lắm nha cả nha^^
Dồi Trường Xào Bông Hẹ,"{'username': 'trangchip19', 'email': 'trangchip19@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Món ăn ngon vị vừa phải, cách mách nhỏ của chương trình làm dồi ăn rất ngon"
Dồi Trường Xào Bông Hẹ,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Nhìn ngon quá. Mà ở mình ít thấy ai bán bông hẹ vậy thì có thể đổi thành rau khác không ạ.
Sụn Gà Rang Lá Cà Ri Cay,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Nhìn ngon mà không biết kiếm lá cà ri ở đâu.
Salad Cam Đậu Đỏ,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Món này lâu lâu làm đổi bữa, đổi khẩu vị xem sao."
Salad Cam Đậu Đỏ,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Món này có phù hợp cho các bữa tiệc không mnmn.
Salad Cam Đậu Đỏ,"{'username': 'trangchip19', 'email': 'trangchip19@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Dùng đậu trộn salad lạ quá ha.
Vịt Nấu Ragu,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Sắp tới là noel rồi tết nữa, mình sẽ nói mẹ mình làm nồi vịt ragu này ăn thôi. Ngon quá rồi."
Vịt Nấu Ragu,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Mình nghĩ nấu món này khó lắm nhưng không ngờ nấu dễ như vậy. Cam ơn chương trình đã cho ra công thức.
Vịt Nấu Ragu,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Mình đã thử nấu gà rồi còn nấu vịt thì chưa không biết vị có giống nhau không.
Snack Phồng Tôm Rau Củ,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Món này đơn giản lắm luôn, mùi vị cũng tạm ổn."
Snack Phồng Tôm Rau Củ,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Món này mình thấy không ngon lắm, không được hoà quyện vào nhau lắm cảm giác cứ bị rời rạc trong miệng"
Bạch Tuộc Lắc Cóc Non Sa Tế Cay,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Công thức mình làm bằng chân gà ăn cũng Ok lắm ạ.
Bạch Tuộc Lắc Cóc Non Sa Tế Cay,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Món này giống với món chân gà sốt á nhỉ, cũng hay hay mình sẽ thử."
Đông Cô Bách Hoa Chay,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Một tuần qua mình không xem món ngon mỗi ngày, nay xem lại thấy có nhiều món hấp dẫn quá, kiểu nay sao có thời gian để nấu đây hihi."
Đông Cô Bách Hoa Chay,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Đồ chay thật sự rất ngon từ nhỏ mình đã thích những món ăn chay rồi, mình rất mong chương trình có nhiều thực đơn chay hơn nữa"
Đông Cô Bách Hoa Chay,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Wow hấp dẫn quá mình sẽ rủ mẹ cùng làm thử món này thôi
Đông Cô Bách Hoa Chay,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Món này thanh đạm nhưng mà đưa cơm lắm đó.
Đông Cô Bách Hoa Chay,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Mấy ngày tết ăn mấy món truyền thống nhiều tinh bột nhiều dầu mỡ riết ngán lắm, phải bổ sung thêm mấy món chay như này mới tốt nè."
Đông Cô Bách Hoa Chay,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Nam dong co co mui thom rat dac trung, hap len nhu nay an ngon lam ne."
Đông Cô Bách Hoa Chay,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"nhìn món chay mà ngon quá khiến bụng mình đói theo , vào bếp làm ăn luôn thôi ."
Cá Hồi Xông Khói Cuộn Cơm,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Huhu làm thử cho cả nhà ăn mà không ai biết ăn cả. Chương trình có món cá hồi chế biến chín rồi không ạ
Cá Hồi Xông Khói Cuộn Cơm,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Cá hồi ngoài món ăn sống còn có thể chế biến thành món nào khác mà cho con nít ăn không
Lẩu Hoa Cá Kèo,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"cá kèo mà nấu lẩu có ngon không ạ, cá kèo thường là kho thôi ạ!"
Lẩu Hoa Cá Kèo,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Nhìn đĩa rau mà thấy mê hà
Đùi Gà Barbecue,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Lúc lấy gà ra phết sốt có cần phải trở mặt gà không ạ?
Đùi Gà Barbecue,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"mình đã làm thử, khứa xéo đùi gà làm đùi không đẹp mắt nhưng đúng là ăn ngon hơn hẳn. cám ơn chương trình"
Mít Non Om Sườn Chay Củ Sen,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Nó nguyên cả quả vậy thì chọn làm sao ạ, chả lẽ quả nào cũng chặt ra xem hả."
Ba Rọi Rim Cháy Cạnh,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Ăn với rau luộc đúng bài luôn!
